company_name,company_link,company_number,company_email,price
covid test today,,,info@covid-test-today.com,140.0
minton treharne & davies laboratories limited,shop.minton.group,,c19support@minton.group,140.0
roc private clinic,rocprivateclinic.com,+44 1225 515254,covid19@rochealthservices.com,140.0
the health clinic by ar,www.healthclinicbyar.co.uk,,covid@healthclinicbyar.co.uk,140.0
jdoc medical limited,jdoc365.co.uk,,covid19@jdoc365.co.uk,144.0
boots uk,www.boots.com,,boots.customercare_team@boots.co.uk,145.0
excalibur diagnostics ltd,testing.excaliburhealth.co.uk,,enquiries@excaliburhealth.co.uk,145.0
good egg medical limited,,+44 20 8125 7003,swab@goodeggmedical.co.uk,145.0
northend clinic,northendclinic.co.uk,,enquiries@northendclinic.co.uk,145.0
recovery4life,www.recovery4life.co.uk,,bookings@recovery4life.co.uk,145.0
woodsetton pharmacy,,+44 1902 887501,woodsettonpharmacy1@gmail.com,145.0
all healthcare,allhealthcare.co.uk,,info@allhealthcare.co.uk,147.0
advisa medica,www.covidtestingclinic.co.uk,,doctor@doctorjlevy.com,148.0
healthyaa clinic,healthyaa.co.uk,,book@healthyaa.co.uk,148.0
the health suite,thehealthsuite.co.uk,,info@thehealthsuite.co.uk,148.0
ais covid testing ltd,www.aiscovid.com,+44 7942 322777,info@aiscovid.com,149.0
claret diagnostics ltd,www.privatecovidtests.co.uk,,customerservices@claretdiagnostics.coms.com,149.0
cq doctor,www.cqdoctor.co.uk,,help@cqdoctor.co.uk,149.0
the regenerative clinic,www.theregenerativeclinic.co.uk,,diagnostics@theregenerativeclinic.co.uk,149.0
travel test centre ltd,www.traveltestcentre.com,,info@traveltestcentre.com,149.0
worldwide travel health clinic,www.worldwidetravelhealth.co.uk,,info@worldwidetravelhealth.co.uk,149.0
123tests.co.uk,123tests.co.uk,,support@123tests.co.uk,150.0
247 travel tests,www.247traveltests.com,,info@247traveltests.com,150.0
blackburn travel clinic,blackburntravelclinic.co.uk,,info@blackburntravelclinic.co.uk,150.0
easy testing ltd,www.easytests.co.uk,+44 7519 426288,easytestingltd@gmail.com,150.0
elements medical,,,covid-19travel@elements.org.uk,150.0
fusion radiology ltd,www.fusion-radiology.com,,info@fusion-radiology.com,150.0
midlands ultrasound and medical services,www.mums.me.uk,,administrator@mums.me.uk,150.0
qured,qured.com,,support@qured.com,150.0
uk event medics ltd,www.ukeventmedics.net,,info@ukeventmedics.net,150.0
your health first,yourhealthfirstltd.com,,info@yourhealthfirstltd.com,150.0
kings medical centre,kingsmedicalcentre.london,,info@kingsmedicalcentre.london,154.0
covid 19 private test ltd,covidtravelpcr.com,,info@covidtravelpcr.com,154.99
al-shadhilli ltd,www.shifa-pharmacy.co.uk,,shifapharmacist@gmail.com,155.0
masters (uk) limited t/a nechells pharmacy and masters pharmacy,,+44 121 314 3142,info@nechellspharmacy.co.uk,155.0
occupational health prime,www.covid.ohprime.co.uk,,covidtesting@ohprime.co.uk,155.0
pharmacy led clinic,pharmacyledclinic.co.uk,,info@masterspharmacy.co.uk,155.0
klarity,klarity.health,,hello@getklarity.shop,155.92
red 1 response,covid.red1response.com,,hello@red1response.com,155.99
flysurance,www.flysurance.co.uk,,info@flysurance.co.uk,156.0
assuredscreening.com,www.assuredscreening.com,,enquiries@assuredscreening.com,159.0
"cheltenham, worcester & west midlands travel clinics",raylanetravelclinics.co.uk,,covidtest@raylane.co.uk,159.0
concepto clinic,conceptoclinic.co.uk,,support@conceptoclinic.co.uk,159.0
covid test hub,,+44 20 7183 6465,info@covidtesthub.co.uk,159.0
d&a screening ltd,www.dnascreening.uk,,info@dnascreening.uk,159.0
everwell chinese medical centre ltd,www.everwell.co.uk,,info@everwell.co.uk,159.0
family medics,www.srfoundation.co.uk,,family.medics@srfoundation.co.uk,159.0
one scientific ltd,onescientific.co.uk,,covidenquiries@onescientific.co.uk,159.0
pall mall medical (manchester) limited,www.pallmallmedical.co.uk,,admin@pallmallmedical.co.uk,159.0
vsm pharmacy,www.vsmpharmacy.co.uk,,digital@vsmpharmacy.co.uk,159.0
the city & travel clinic,,,admin@thecityandtravelclinic.com,159.99
audley pharmacy,,,covid@audleypharmacy.london,160.0
coker chest clinic,www.chestclinic.co.uk,,info@chestclinic.co.uk,160.0
mlp,www.mylondonpharmacy.co.uk,,info@londontest.co.uk,160.0
orchard clinic / orchard blood,orchardblood.co.uk,,pa@orchard-clinic.co.uk,160.0
pulmonics,,,contact@pulmonics.co.uk,160.0
scotnursing & medical services (snms),scotnursing.com,,info@scotnursing.com,160.0
alexandru livinschi (t/a bai long ltd),covid19getatest.co.uk,+44 20 7520 9236,office@covid19getatest.co.uk,164.0
clear diagnostics,www.cleardiagnostics.co.uk,,customerservice@cleardiagnostics.co.uk,165.0
dgc health ltd,www.dgchealth.com,,admin@dgchealth.com,165.0
tuli health,portal.tuli.health,,info@tuli.health,165.0
vaccination uk ltd,travelvaccination.co.uk,,admin@vaccinationuk.co.uk,165.0
medwyn occupational health,medwynoh.co.uk,,covid19@medwynoh.co.uk,169.0
test for now,testfornow.co.uk,,info@testfornow.co.uk,169.0
the melton clinic,,+44 1664 650550,info@themeltonclinic.co.uk,169.0
sterling testing,www.sterlingtesting.co.uk,,bookings@sterlingtesting.co.uk,169.99
clinicare uk,clinicare-uk.com,,info@clinicare-uk.com,170.0
northway clinic,northwayclinic.co.uk,,info@northwayclinic.co.uk,170.0
pharmasuite,pharmasuite.co.uk,,info@pharmasuite.co.uk,170.0
travel centre clapham ltd,www.travelcentreclapham.com,,covidtests@travelcentreclapham.com,170.0
world travel clinic,www.thepharmshop.com,,hello@worldtravelclinic.co.uk,170.0
covguard,www.covguard.com,,info@covguard.com,174.0
"t/a nash travel, tourism and transport services ltd",www.covidfittoflytest.co.uk,,info@covidfittoflytest.co.uk,174.99
effect doctors,effectdoctors.com,,info@effectdoctors.com,175.0
js biomedical ltd,www.jsbiomedical.com,,admin@jsbiomedical.com,175.0
nph group,www.nph-group.co.uk,,testing@nph-group.co.uk,175.0
"pct healthcare t/a peak pharmacy, manor pharmacy, cox-robinson pharmacy",www.peakpharmacy.co.uk,,pharmacy.online@pcthealthcare.com,175.0
pharmesthetics ltd,www.samedayclinic.co.uk,,info@pharmesthetics.com,175.0
pt diagnostics,,,testing@ptdiagnostics.co.uk,175.0
zoomdoc health,www.zoomdoc.com,,info@zoomdoc.com,178.0
national covid testing (klinical enterprises ltd),,,support@nationalcovidtesting.co.uk,178.2
somdoc ltd / home2lab,home2lab.co.uk,,hello@home2lab.co.uk,179.0
alphamedicol ltd,alphamedicol.co.uk,,info@alphamedicol.co.uk,180.0
atropa blood clinic,,,fit2fly@atropabloodclinic.co.uk,180.0
avicenna health,www.avicenna-health.com,,covid@avicenna-health.com,180.0
church pharmacy weybridge,churchpharmacyclinic.co.uk,,orders@churchpharmacyclinic.co.uk,180.0
empire medicines ltd t/a empire pharmacy,empirepharmacy.co.uk,,covid@empirepharmacy.co.uk,180.0
hawkes health,www.hawkeshealth.com,,covidtest@hawkeshealth.com,180.0
longridge travel health clinic,www.longridgetravelhealthclinic.com,,info@longridgetravelhealthclinic.com,180.0
new street pharmacy t/a the travel vaccine room,thetravelvaccineroom.co.uk,,info@thetravelvaccineroom.co.uk,180.0
ukcovidtest,ukcovidtest.co.uk,,info@ukcovidtest.co.uk,181.5
global express travel health clinic ltd,global-express-travel-health-clinic.selectandbook.com,+44 7368 307175,infogethc@gmail.com,185.0
london vaccination clinic,shop.londonvaccinationclinic.co.uk,,katy.peters@360health.co.uk,185.0
masta,www.masta-travel-health.com,,enquiries@masta.org,185.0
future healthcare ltd,www.futurehealthcare.uk,,testing@futurehealthcare.uk,186.0
tac healthcare group,www.tachealthcaregroup.com,,c19@tachealthcare.com,188.0
london medical laboratory / private coronavirus tests,www.privatecoronavirustests.com,,info@londonmedicallaboratory.co.uk,189.0
mare st clinic,www.marestclinic.co.uk,,info@marestclinic.co.uk,189.0
east midlands laser and cosmetic clinic ltd,emlcc.as.me,,covidtesting@eastmidlandslaserclinic.co.uk,190.0
flow living medi-care services,www.flowmedicareservices.co.uk,,covidappointments@flowmedicareservices.co.uk,190.0
nhl pharmacy,getavaccine.co.uk,,esales@nhlpharmacy.co.uk,190.0
vitacheck,,,info@vitacheck.health,190.0
c & h esher limited (t/a central pharmacy),www.centralpharmacyesher.com,,covidtestbookings@candhesher.com,195.0
clnq,www.clnq.com,,hello@clnq.com,195.0
dears pharmacy & travel clinic,dearspharmacy.co.uk,,info@dearspharmacy.co.uk,195.0
rb health and safety solutions ltd,www.rbhealthandsafety.co.uk,,charlotte.collyer@rbhealthandsafety.co.uk,195.0
avante health ltd,www.avantetestcentre.co.uk,,support@avantehealth.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,,info@londondoctorsclinic.co.uk,198.0
dr wayne cottrell,,,contact@drwaynecottrell.com,198.0
gpdq ltd,www.gpdq.co.uk,,support@gpdq.co.uk,198.0
covid mobile health services/remote trauma ld,,+44 20 8546 3230,admin@cmhs-lab.com,199.0
covid19 health clinics limited,,,info@covid19healthclinics.com,199.0
covid19 health clinics limited,,,info@covid19healthclinics.com,199.0
edgbaston private medical practice,www.epmpractice.co.uk,,info@epmpractice.co.uk,199.0
first medical consultants,www.firstmc.co.uk,,info@firstmc.co.uk,199.0
hale clinic harley street,www.haleclinic.com,,info@haleclinic.com,199.0
south west london covid 19 testing centre,www.swltest.com,,info@swltest.com,199.0
candarin medical,candarinmedical.com,+44 7906 873581,sophia@candarinuk. com,200.0
dajani pharmacy,www.dajanipharmacy.com,,clinic@dajanipharmacy.com,200.0
edgcare private community family doctors,www.privatedoctorsnorthlondon.co.uk,,reception@edgcare.net,200.0
global health travel clinic - longcross surrey,www.globalhealthtravelclinic.co.uk,,info@globalhealthtravelclinic.co.uk,200.0
dochq.co.uk,dochq.co.uk,,covidtesthelp@dochq.co.uk,205.0
lord's pharmacy,www.lordspharmacy.net,,info@lordspharmacy.net,205.0
your private health,yourprivatehealth.co.uk,,info@yourprivatehealth.co.uk,209.0
mdx healthcare ltd t/a medix,mdxhealthcare.com,,covid@mdxhealthcare.com,210.0
medi-swift,www.manchestercovidtesting.co.uk,+44 7889 135743,admin@medi-swift.co.uk,210.0
solice health ltd,www.solice.health,,contact@solice.health,210.0
ramss limited,www.ramss.co.uk,,office@ramss.co.uk,216.0
affinity health,www.affinityhealth.uk,,support@affinityhealth.uk,219.0
medicspot,www.medicspot.co.uk,,tests@medicspot.co.uk,219.0
saunders pharmacy,fgsaunderspharmacy.co.uk,,customerservices@fgsaunderspharmacy.co.uk,219.0
dorset private gp,www.dpgpcovidtesting.co.uk,,info@dpgpcovidtesting.co.uk,220.0
duality health,www.dualityhealth.co.uk,,mail@dualityhealth.co.uk,220.0
rb healthcare ltd,pharmadoctor.co.uk,,info@cheshiretravelclinic.co.uk,220.0
med24 limited,www.med24.clinic,,covid-19@med24.clinic,225.0
bansals pharmacy (southend on sea),bansalspharmacy.co.uk,,bansalspharmacyservices@gmail.com,230.0
sevenoaks gp t/a the private gp clinic,www.theprivategpclinic.co.uk,,info@theprivategpclinic.co.uk,240.0
107 harley street,107harleystreet.co.uk,,covidtesting@107harleystreet.co.uk,245.0
258 postal racoo screening ltd,www.racoorapidtesting.com,,info@racoo.co.uk,245.0
chase lodge hospital,www.chaselodgehospital.com,+44 20 8358 7100,info@chaselodgehospital.com,249.0
mayfield clinic,www.mayfieldclinic.co.uk,,info@mayfieldclinic.co.uk,249.0
elite safety clinic,elitesafetyclinic.com,,info@elitesafetyclinic.com,249.99
aesthetika clinic,www.aesthetika.co.uk,,info@aesthetika.co.uk,250.0
an sf screening and vaccination service,www.sfvaccinations.co.uk,,info@sfvaccinations.co.uk,250.0
medical logistics,samedaycoronavirustests.com,,info@samedaycoronavirustests.com,250.0
moore medical practice,www.mooremedicalpractice.co.uk,,info@mooremedicalpractice.co.uk,250.0
queen anne street medical centre,heartlungcentre.com,,enquiries@qasmc.com,250.0
the wellness people ltd,,,roshni@thewellnesspeople.co,250.0
your doctor film and media,yourdoctorfm.com,,info@yourdoctorfm.com,250.0
medical and rescue,www.medicalandrescue.co.uk,,enquires@medicalandrescue.co.uk,260.0
the london general practice,www.thelondongeneralpractice.com,,info@thelondongeneralpractice.com,260.0
healthclic,healthclic.co.uk,+44 20 3370 4034,covid@healthclic.co.uk,270.0
the hove practice,thehovepractice.co.uk,,reception@thehovepractice.co.uk,270.0
dr tim lebens,www.drlebens.com,,info@drlebens.com,273.33
29 fleet street ltd t/a fleet street clinic,fleetstreetclinic.com,,testandrelease@fleetstreetclinic.com,275.0
the new foscote hospital,thefoscotehospital.co.uk,,covidtesting@foscote.hospital,275.0
test to you,testtoyou.co.uk,,customercare@testtoyou.co.uk,280.0
visithealth limited,visithealth.london,,hello@visithealth.co.uk,290.0
0044healthtesting,,+44 1228 112411,help@0044healthtesting.co.uk,299.0
cht,,,contact@covidhometest.co,299.0
knightsbridge pharmacy,www.knightsbridge-pharmacy.com,,hello@knightsbridge-pharmacy.com,300.0
locaton medical services ltd,locationmedical.com,,covidtesting@locationmedical.com,330.0
harper medical ltd,www.instituteofpreventativemedicine.com,+44 20 3150 3044,covid@iofpm.com,380.0
00 harley medic international,www.harleymedic.co.uk,+44 330 390 3666,info@harleymedic.co.uk,20.0
0001travelscreening,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk,20.0
001aexpresstesting,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk,20.0
0044 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com,20.0
0ptimized body & mind,optimizedbodyandmind.co.uk,+44 333 012 4214,info@optimizedbodyandmind.co.uk,20.0
1 stop covid shop,1stopcovidshop.com,+44 202778657,contact@1stopcovidshop.com,20.0
101 expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk,20.0
123 covid labs,www.123labs.co.uk,+44 113 521 7944,support@123labs.co.uk,20.0
1affordabletest.com,1affordabletest.com,+44 20 3475 0940,travel@1affordabletest.com,20.0
1st class testing ltd,1stclasstesting.co.uk,+44 20 3442 0280,info@1stclasstesting.co.uk,20.0
@01a my express testing,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk,20.0
ct24 solutions ltd,ct24.co.uk,+44 20 4533 8934,info@ct24.co.uk,20.0
everything genetic limited,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk,20.0
g16 covid testing,www.coronatest.co.uk,+44 20 3991 6463,arrivals@coronatest.co.uk,20.0
hhh diagnostics,hhhdiagnostics.co.uk,+44 161 806 0420,info@hhhdiagnostics.co.uk,20.0
nomad,www.nomadtravel.co.uk,+44 1902 943711,day2and8testing@nomadtravel.co.uk,20.0
pillhub-feltham pharmacy,pillhub.co.uk,+44 20 8064 1815,help@pillhub.co.uk,20.0
pcrtravel ltd london,pcrtravel.co.uk,+44 20 3475 7050,info@pcrtravel.co.uk,21.0
1westendmedicalpracticeuk,1westendmedicalpracticeuk.com,+44 20 3137 5062,info@1westendmedicalpracticeuk.com,24.0
healthium clinics,healthiumclinics.com,+44 1491 756015,info@healthiumclinics.com,24.0
medical covid test,www.medicalcovidtest.com,+44 161 527 7960,support@medicalcovidtest.com,24.0
1 corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co,25.0
1 corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co,25.0
eurofins,www.eurofins.co.uk,+44 1925 980595,covid19administration@eurofins.co.uk,40.0
dante labs,dantelabs.co.uk,+44 808 196 5659,contact@dantelabs.com,84.0
testing for all,www.testingforall.org,+44 20 3301 1100,travel@testingforall.org,89.0
the health clinic by ar limited,www.healthclinicbyar.co.uk,+44 1422 730022,covid@healthclinicbyar.co.uk,90.0
covid testing laboratories,,+44 333 335 0227,orders@covidtesinglaboratories.com,110.0
avery labs,www.averylabs.co.uk,+44 1422 416117,info@averylabs.co.uk,120.0
1rapid clinics,1rapidclinics.co.uk,+44 20 3137 5047,info@1rapidclinics.co.uk,125.0
your private health,yourprivatehealth.co.uk,+44 161 519 4448,info@yourprivatehealth.co.uk,135.0
vista pharmacy,www.vistapharmacy.uk,+44 20 7625 7931,covid@vistapharmacy.uk,139.0
myhealthchecked,myhealthchecked.com,+44 20 3365 2067,care@myhealthchecked.com,150.0
uk event medics limited,www.ukeventmedicservices.co.uk,+44 1270 895177,info@ukeventmedics.net,150.0
quick clinics,www.quickclinics.co.uk,+44 20 8092 6507,bookings@quickclinics.co.uk,154.0
kyl healthcare services limited t/as the honeybee private nurse clinic,kylhealthcareservices.co.uk,+44 7500 771425,info@kylhealthcareservices.com,185.0
001 digital health group ltd t/a pharma diagnostics,pcrdirect.co.uk,+44 20 8432 3309,info@pharmadiagnostics.co.uk,198.0
dr mo private clinic norwich,,+44 7749 723669,hello@drmoprivateclinic.co.uk,198.0
medical,samedaycoronavirustests.com,+44 7843 988660,info@samedaycoronavirustests.com,250.0
roc health services,rochealthservices.com,+44 1224 515254,covid19@rochealthservices.com,250.0
roc private clinic,rocprivateclinic.com,+44 1224 515254,covid19@rochealthservices.com,250.0
0044healthtesting,0044healthtesting.co.uk,+44 1228 112411,mail@0044healthtesting.co.uk,299.0
1 covclinics,www.covclinics.co.uk,+44 161 529 5488,info@covclinics.co.uk,20.0
1 harley medic international,www.harleymedic.co.uk,+44 330 390 3666,info@harleymedic.co.uk,20.0
1 pcrtravel london,pcrtravel.co.uk,+44 20 3475 7050,info@pcrtravel.co.uk,20.0
abbeycovidscreening,0001abbeycovidscreening.com,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk,20.0
afforable tfnow,londontest.co.uk,+44 141 628 5667,day28@londontest.co,20.0
corona-testing,www.corona-testing.com,+44 20 0262 6321,contact@corona-testing.com,20.0
covid test,001covidtest.co.uk,+44 330 133 4285,contact@001covidtest.co.uk,20.0
digital health group ltd t/a pharma diagnostics,pcrdirect.co.uk,+44 20 8432 3309,support@pcrdirect.co.uk,20.0
digital health group ltd t/a pharma diagnostics,pcrdirect.co.uk,+44 20 8432 3309,support@pcrdirect.co.uk,20.0
doctors covid travel clinics,www.covidtravelclinics.com,+44 333 090 9494,support@covidtravelclinics.com,20.0
everythinggeneticlimited,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk,20.0
expert covid testing uk,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,20.0
harleystreet,01harleystreet.co.uk,+44 20 3886 1301,help@01harleystreet.co.uk,20.0
i-gen testing limited,www.igentesting.co.uk,+44 333 577 1106,info@igentesting.co.uk,20.0
medical covid test,www.medicalcovidtest.com,+44 161 527 7960,support@medicalcovidtest.com,20.0
travel 19,www.travel19.co.uk,,hello@travel19.co.uk,20.0
ace-thetix,testingservices.online,+44 20 7193 6318,covid@testingservices.online,50.0
pillhub-feltham pharmacy,pillhub.co.uk,+44 20 8064 1815,help@pillhub.co.uk,79.95
optimized body & mind,optimizedbodyandmind.co.uk,+44 333 012 4214,info@optimizedbodyandmind.co.uk,85.0
g16 covid testing,www.coronatest.co.uk,+44 20 3991 6494,arrivals@coronatest.co.uk,99.0
harley medic international,www.harleymedic.co.uk,+44 330 390 3666,info@harleymedic.co.uk,99.0
nomad,www.nomadtravel.co.uk,+44 1902 943711,day2and8testing@nomadtravel.co.uk,99.0
1st class testing ltd,1stclasstesting.co.uk,+44 20 3442 0280,info@1stclasstesting.co.uk,109.0
covid testing laboratories,,+44 333 335 0227,orders@covidtestinglaboratories.com,110.0
confirm testing limited,www.confirmtesting.com,+44 20 3870 3623,info@confirmtesting.com,119.0
the health clinic by ar limited,,+44 1422 730022,covid@healthclinicbyar.co.uk,119.0
testngo,testngo.co.uk,+44 330 133 4454,info@testngo.co.uk,120.0
1westendmedicalpracticeuk,1westendmedicalpracticeuk.com,+44 20 3137 5062,info@1westendmedicalpracticeuk.com,124.0
express testing,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk,124.99
121 covicall,121covicall.com,+44 7942 349166,info@121covicall.com,149.0
cov19care ltd,,+44 330 555 0005,info@cov19care.co.uk,149.0
covid-19 travel clinic,covid19travelclinic.com,+44 205235632,contact@covid19travelclinic.com,149.0
pcrtravel ltd london,pcrtravel.co.uk,+44 20 3475 7050,info@pcrtravel.co.uk,149.0
123clinics,123clinics.co.uk,+44 121 817 0999,info@123clinics.co.uk,149.99
123 covid labs,www.123labs.co.uk,+44 113 521 7944,support@123labs.co.uk,150.0
pharmesthetics ltd (t/a http://www.samedayclinic.co.uk),www.samedayclinic.co.uk,+44 20 8050 4353,info@pharmesthetics.com,155.0
alexandru livinschi (t/a gat c-19),covid19getatest.co.uk,+44 20 7520 9236,office@covid19getatest.co.uk,164.0
arrivinguk,arrivinguk.com,+44 330 024 9176,info@arrivinguk.com,169.0
london medical laboratory / private coronavirus tests,www.privatecoronavirustests.com,+44 20 7183 3718,info@londonmedicallaboratory.co.uk,169.0
1 stop covid shop,1stopcovidshop.com,+44 202778657,contact@1stopcovidshop.com,175.0
arrival test centre,arrivaltestcenter.com,+44 075101828,contact@arrivaltestcenter.com,175.0
calder pharmacy & medspa clinic notting hill,,+44 20 7034 0156,info@medspa.co.uk,180.0
totley pharmacy ltd,www.totleypharmacy.co.uk,+44 114 236 1070,totleypharmacyrepeats@hotmail.co.uk,190.0
100 covid clear,100covidclear.co.uk,,help@100covidclear.co.uk,198.0
+44 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com,20.0
0+g16 covid testing,www.coronatest.co.uk,+44 20 3991 6493,arrivals@coronatest.co.uk,20.0
001 digital health group ltd t/a pharma diagnostics,pcrdirect.co.uk,+44 20 8432 3309,info@pcrdirect.co.uk,20.0
001 expert covid testing uk,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,20.0
01 ct24 solutions ltd,ct24.co.uk,+44 20 4533 8934,info@ct24.co.uk,20.0
01pcrtravel london,pcrtravel.co.uk,+44 20 3475 7050,info@pcrtravel.co.uk,20.0
01st class testing,1stclasstesting.co.uk,+44 20 3442 0280,info@1stclasstesting.co.uk,20.0
1  harley medic international,www.harleymedic.co.uk,+44 330 390 3666,info@harleymedic.co.uk,20.0
1  nomad,www.nomadtravel.co.uk,+44 1902 943711,day2and8testing@nomadtravel.co.uk,20.0
1 alpha express testing,www.001alphaexpresstesting.co.uk,+44 161 672 5190,enquiries@001alphaexpresstesting.co.uk,20.0
1 health hub,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com,20.0
1 st class testing,1stclasstesting.co.uk,+44 20 3442 0280,info@1stclasstesting.co.uk,20.0
1 stop covid shop,www.1stopcovidshop.com,+44 201927381,contact@1stopcovidshop.com,20.0
121 covicall,121covicall.com,+44 7942 349166,info@121covicall.com,20.0
123covidtests,www.123tests.co.uk,+44 20 3148 2505,support@123tests.co.uk,20.0
247 travel tests,www.247traveltests.com,+44 333 210 2247,info@247traveltests.com,20.0
abicare health solutions,abicarehealth.co.uk,+44 161 518 2999,results@abicarehealth.co.uk,20.0
everything genetic limited,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidsystembookings@everythinggeneticltd.co.uk,20.0
expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk,20.0
medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,cs@medicinesonline.org.uk,20.0
optimized body & mind,optimizedbodyandmind.co.uk,+44 333 012 4214,info@optimizedbodyandmind.co.uk,20.0
quest medical,www.questmedical.co.uk,+44 141 648 7180,support@questmedical.co.uk,20.0
the montague clinic,montagueclinic.com,+44 20 3637 7999,expresscovidtests@montagueclinic.com,20.0
uk covid test centre,www.covidtestcentre.net,+44 1224 608702,support@covidtestcentre.net,20.0
uk testing arrival centre,arrivaltestcenter.com,+44 571627277,contact@arrivaltestcenter.com,20.0
hale clinic harley street,www.haleclinic.com,+44 20 7631 0156,info@haleclinic.com,38.0
atruchecks,covid19tests.atruchecks.com,+44 20 3500 2019,help@atruchecks.com,39.0
.004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk,40.0
fit to fly uk,fittoflyuk.com,+44 1708 981993,customercare@fittoflyuk.com,45.0
all healthcare,allhealthcare.co.uk,+44 330 223 6783,info@allhealthcare.co.uk,49.0
nx healthcare,www.nxhealthcare.co.uk,+44 20 8168 7100,cservices@nxhealthcare.co.uk,59.0
101 testing,,+44 20 3488 8434,admin@101testing.co.uk,75.0
the bridge clinic,bridge-clinic.com,+44 1753 664139,covid.check@outlook.com,80.0
iqdoctor,,+44 121 753 4928,help@iqdoctor.co.uk,84.0
uk health testing,ukhealthtesting.com,+44 1604 800609,covid@ukhealthtesting.com,98.0
"bansals pharmacy (southend on sea),",bansalspharmacy.co.uk,+44 1702 587500,bansalspharmacyservices@gmail.com,99.0
calder pharmacy & medspa clinic of notting hill,,+44 20 7034 0156,info@medspa.co.uk,99.0
ukcovidtest,ukcovidtest.co.uk,+44 29 2128 0591,info@ukcovidtest.co.uk,104.0
1 corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co,109.0
covid testing laboraratories,covidtestinglaboratories.com,+44 333 335 0227,orders@covidtestinglaboratories.com,110.0
123 clinics,123clinics.co.uk,+44 121 817 0999,info@123clinics.co.uk,118.99
the health clinic by ar limited,www.healthclinicbyar.co.uk,+44 1422 730022,covid@healthclinicbyar.co.uk,119.0
arrival diagnostics,www.arrivaldiagnostics.co.uk,+44 7565 251834,hello@arrivaldiagnostics.co.uk,120.0
apollo testing,www.apollotesting.com,+44 121 828 4023,support@apollotesting.com,124.0
crown laboratories ltd,pysertesting.com,+44 7904 962101,info@crownlabs-uk.com,125.0
harper institute ltd,www.instituteofpreventativemedicine.com,+44 20 3150 3044,covid@iofpm.com,125.0
pyser testing,pysertesting.com,+44 20 7193 3740,sales@pysertesting.com,125.0
concepto clinic,conceptoclinic.co.uk,+44 20 3371 8814,support@conceptoclinic.co.uk,129.0
optipharm pharmacy,optipharmpharmacy.co.uk,+44 20 8908 1960,covid@optipharm.co.uk,129.0
elements medical,,+44 1302 343432,covid-19travel@elements.org.uk,130.0
labmedexpert limited,labmedexpert.com,+44 1902 936051,day2andday8@labmedexpert.co.uk,130.0
ctm (nhs t&t),quarantinehotelbookings.ctmportal.co.uk,+44 20 7429 9983,covid.testkit@travelctm.com,136.0
abg covic ltd,abgcovic.com,+44 7434 885786,info@abgcovic.com,142.0
quick clinics,www.quickclinics.co.uk,+44 20 8092 6507,bookings@quickclinics.co.uk,145.0
doctap,doctap.co.uk,+44 20 7183 3254,support@doctap.co.uk,148.0
epistem,,+44 161 541 2301,covid19@epistem.co.uk,149.0
sloane street testing,www.sloanestreettesting.co.uk,+44 20 3879 0019,testingcentre@sloanestreetsurgery.co.uk,149.0
the travel vaccine room,thetravelvaccineroom.co.uk,+44 7940 916597,info@thetravelvaccineroom.co.uk,149.99
isac labs ltd,isaclabs.co.uk,+44 20 7985 1203,info@isaclabs.co.uk,150.0
msh medical,,+44 800 029 1694,covidtesting@mshmedical.co.uk,150.0
national covid testing (klinical enterprises ltd),nationalcovidtesting.co.uk,+44 116 304 6220,support@nationalcovidtesting.co.uk,150.0
heathrow medical services llp,www.heathrowmedical.com,+44 20 8528 2633,covidtests@heathrowmedical.com,154.0
mare st clinic,www.marestclinic.co.uk,+44 20 3488 7351,info@marestclinic.co.uk,159.0
concierge medical practice,www.conciergemedical.co.uk,+44 14510600900,covid@conciergemedical.co.uk,160.0
